Numéro de notice,Titre,Facteur ou auteur,Type d'objet,Instrument niveau 1,Instrument niveau 2,Instrument niveau 3,Collection d'origine,Incontournable,URL Photographie,URL Enregistrement,Enregistrement,Continent,Pays,Code ISO-2,Ville,Coordonnées,Autres descripteurs géographiques
130260,Virginale à la quinte / E.986.1.2,"Ruckers, Hans (vers 1540/1550-1598)",Instrument de musique,Instrument à clavier,Clavecins,Virginale,André Meyer,x,https://mimo-international.com/media/CM/IMAGE/CMIM000023481.jpg,,,Europe,Belgique,BE,Anvers,"51.22047, 4.40026",
130262,Trompette naturelle / E.219.2,"Haas, Johann Wilhelm (1649-1723)",Instrument de musique,Instrument à vent,Trompettes,Trompette,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000018175.jpg,,,Europe,Allemagne,DE,Nuremberg,"49.45421, 11.07752",
130264,Décacorde / E.986.5.1,"Lacote, René (1785-1871)",Instrument de musique,Instrument à cordes,Guitares,Décacorde,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019239.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130266,Luth / E.980.5.1,"Jordan, Hans Hennig (1905-1979)",Instrument de musique,Instrument à cordes,Luths,Luth,,,https://mimo-international.com/media/CM/IMAGE/CMIM000016566.jpg,,,Europe,Allemagne,DE,Markneukirchen,"50.31144, 12.32951",
130268,Dessus de viole / E.986.9.1,"Bertrand, Nicolas (16..-1725)",Instrument de musique,Instrument à cordes,Violes,Dessus de viole,,,https://mimo-international.com/media/CM/IMAGE/CMIM000014334.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130269,Cistre / E.980.3.1,Anonyme,Instrument de musique,Instrument à cordes,Cistres,Cistre,,,https://mimo-international.com/media/CM/IMAGE/CMIM000016672.jpg,,,Europe,France,FR,Lille,"50.63297, 3.05858",
130271,Guitare / E.987.1.1,"Torres, Antonio de (1817-1893)",Instrument de musique,Instrument à cordes,Guitares,Guitare,,,https://mimo-international.com/media/CM/IMAGE/CMIM000033243.jpg,,,Europe,Espagne,ES,Almeria,"36.83814, -2.45974",
130273,Métronome / E.980.6.3,"Maelzel, Johann Nepomuk (1772-1838)",Accessoire,,,,Yves Bocquet,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130274,Guitare acoustique / E.988.5.1,"Bouchet, Robert (1898-1986)",Instrument de musique,Instrument à cordes,Guitares,Guitare,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019298.jpg,https://mimo-international.com/media/CM/AUDIO/CM0130274eCOAU000077301_17.mp3,"Etude n  ̊2 Ida Presti. Olivier Chassain, guitare",Europe,France,FR,Paris,"48.85341, 2.3488",
130276,Corps supérieur de clarinette / E.0643,"Buffet, Louis-Auguste (1789-1864)",Élément d'instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000011490.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130277,Guitare / E.989.17.1,"Garcia, Enrique (1868-1922)",Instrument de musique,Instrument à cordes,Guitares,Guitare,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019307.jpg,https://mimo-international.com/media/CM/AUDIO/CM0130277eCOAU000077301_12.mp3,"Adelita Francisco Tarrega. Philippe Villa, guitare",Europe,Espagne,ES,Barcelone,"41.38879, 2.15899",
130279,Clarinette basse / E.0644,"Buffet, Louis-Auguste (1789-1864)",Instrument de musique,Instrument à vent,Clarinettes,Clarinette basse,,,https://mimo-international.com/media/CM/IMAGE/CMIM000011491.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130280,Cor omnitonique / E.995.1.1,"Tabard, Jean-Baptiste (1779-1845)",Instrument de musique,Instrument à vent,Cors,Cor omnitonique,,,https://mimo-international.com/media/CM/IMAGE/CMIM000020052.jpg,,,Europe,France,FR,Lyon,"45.74846, 4.84671",
130281,Guitare / E.989.23.1,"Simplicio, Francisco (1874-1932)",Instrument de musique,Instrument à cordes,Guitares,Guitare,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019182.jpg,,,Europe,Espagne,ES,Barcelone,"41.38879, 2.15899",
130283,Guitare / E.990.7.1,"Torres, Antonio de (1817-1893)",Instrument de musique,Instrument à cordes,Guitares,Guitare,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019196.jpg,,,Europe,Espagne,ES,Séville,"37.38283, -5.97317",
130284,"Guitare hawaïenne électrique ""pedal steel"" / E.995.3.1","Emmons, Buddy (1937-2015)",Instrument de musique,Instrument à cordes,Guitares,Guitare électrique,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019708.jpg,,,Amérique du Nord,Etats-Unis,US,,,Amérique
130286,Orgue mécanique / E.991.2.1,"Dumont, François Goëry (1769-1834)",Instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027716.jpg,,,Europe,France,FR,Mirecourt,"48.30089, 6.13282",Lorraine
130288,Flûte à bec soprano / E.0647,"Dolmetsch, Carl F. (1911-1997)",Instrument de musique,Instrument à vent,Flûtes,Flûte à bec,,,https://mimo-international.com/media/CM/IMAGE/CMIM000011495.jpg,,,Europe,,,,,
130290,Tambourin sur cadre / E.995.5.1,"Monzani, Tebaldo (1762-1839)",Instrument de musique,Instrument à percussion,Tambours,Tambourin,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029808.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
130291,Piano armoire / E.990.5.1,"Pape, Jean-Henri (1789-1875)",Instrument de musique,Instrument à clavier,Pianos,Piano,,,https://mimo-international.com/media/CM/IMAGE/CMIM000028093.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130292,Cornet à pistons / E.963.3.1,"Bouvet, L. (18..-19..)",Instrument de musique,Instrument à vent,Cornets à pistons,Cornet à pistons,,,https://mimo-international.com/media/CM/IMAGE/CMIM000018253.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130294,Vielle à roue / E.0627,"Louvet, Pierre (1709-1784)",Instrument de musique,Instrument à cordes,Vielles à roue,Vielle à roue,,,https://mimo-international.com/media/CM/IMAGE/CMIM000011471.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130295,Basse cor / E.1054,"Frichot, Louis Alexandre (1760-1825)",Instrument de musique,Instrument à vent,Cors,Cor,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029817.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130297,Vielle à roue / E.0628,"Louvet, Pierre (1709-1784)",Instrument de musique,Instrument à cordes,Vielles à roue,Vielle à roue,,,https://mimo-international.com/media/CM/IMAGE/CMIM000011473.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130298,Violon expérimental / E.0629,"Tarlé, Gustave (1882-?)",Instrument de musique,Instrument à cordes,Violons,Violon expérimental,,,https://mimo-international.com/media/CM/IMAGE/CMIM000011475.jpg,,,Europe,France,FR,Bourges,"47.08333, 2.4",
130301,Saxhorn contralto en si bémol / E.745,"Sax, Adolphe (1814-1894)",Instrument de musique,Instrument à vent,Saxhorns,Saxhorn,Adolphe Sax,,https://mimo-international.com/media/CM/IMAGE/CMIM000028030.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130303,Saxhorn basse en ut / E.974.11.18,"Sax, Adolphe (1814-1894)",Instrument de musique,Instrument à vent,Saxhorns,Saxhorn,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029768.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130304,Violon / E.1015,"Mast, Joseph Laurent (ap. 1750-ap. 1830)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010477.jpg,,,Europe,France,FR,Toulouse,"43.60426, 1.44367",
130306,Flûte traversière / E.1025,"Holtzapffel, Jean Daniel (1770-1843)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013625.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",Strasbourg | Alsace
130308,Violon / E.1026,"Pirot, Claude (av. 1795-ap. 1830)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010485.jpg,https://mimo-international.com/media/CM/AUDIO/CM0130308eCMAU000043401_02.mp3,"Fugue sur un thème du ""Quatuor op. 20 no 5"" de Joseph Haydn, 11ème pièce du ""Quatuor scientifique"" Anton Reicha. Quatuor Turner",Europe,France,FR,Paris,"48.85341, 2.3488",
130310,Mandoline (basse) / E.1030,"Ferrari, Gasparo (? -après 1776)",Instrument de musique,Instrument à cordes,Mandolines,Mandoline,Jean-Charles Davillier,,https://mimo-international.com/media/CM/IMAGE/CMIM000016373.jpg,,,Europe,Italie,IT,Rome,"41.89193, 12.51133",
130312,Guitare / E.1037,Anonyme,Instrument de musique,Instrument à cordes,Guitares,Guitare,Jules Audéoud,,https://mimo-international.com/media/CM/IMAGE/CMIM000016657.jpg,,,Europe,France,FR,,,
130314,Table d'harmonie de clavecin / E.980.2.649,"Ruckers, Ioannes (1578-1642)",Élément d'instrument de musique,,,,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000030743.jpg,,,Europe,Belgique,BE,Anvers,"51.22047, 4.40026",
130315,Basson / E.0633,"Triebert, Frederic (1813-1878)",Instrument de musique,Instrument à vent,Bassons,Basson,,,https://mimo-international.com/media/CM/IMAGE/CMIM000011486.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130316,Aéréphone / E.1536,"Dietz, Christian (1804-1888)",Instrument de musique,Instrument à clavier,Harmoniums,Aéréphone,,,https://mimo-international.com/media/CM/IMAGE/CMIM000031393.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130318,Corps de basson (2) / E.0634,"Schlegel, Jérémias (1730-1792)",Élément d'instrument de musique,,,,,,,,,Europe,Suisse,CH,,,
130320,Trombone à pistons / E.1682,"Sax, Adolphe (1814-1894)",Instrument de musique,Instrument à vent,Trombones,Trombone,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029873.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130321,Pochette / D.E.Cl.1731,"Celoniato, Giovanni Francesco (1675-1751)",Instrument de musique,Instrument à cordes,Violons,Pochette,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027744.jpg,,,Europe,Italie,IT,Turin,"45.07049, 7.68682",
130323,Trombone à coulisse / E.620,"Riedlocker, François (1753-ap. 1836)",Instrument de musique,Instrument à vent,Trombones,Trombone,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029762.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130325,Corps de basson / E.0637,"Savary, Jean-Nicolas (1786-1853)",Élément d'instrument de musique,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130327,Pochette / D.E.Cl.1733,"Dumesnil, Jacques (avant 1617-1663)",Instrument de musique,Instrument à cordes,Violons,Pochette,,,https://mimo-international.com/media/CM/IMAGE/CMIM000015197.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130329,Solovox / E.994.2.2,"Hammond, Laurens (1895-1973)",Instrument de musique,Instrument éléctroniques,Electroniques,Solovox,,,https://mimo-international.com/media/CM/IMAGE/CMIM000022717.jpg,,,Amérique du Nord,Etats-Unis,US,Chicago,"41.85003, -87.65005",Amérique
130331,Trompette à pistons / E.756,"Sax, Charles Joseph dit Sax père (1790-1865)",Instrument de musique,Instrument à vent,Trompettes,Trompette,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027918.jpg,,,Europe,Belgique,BE,Bruxelles,"50.85045, 4.34878",
130333,Pochette / D.E.Cl.2045,"Boussu, Benoît Joseph (1703-1773)",Instrument de musique,Instrument à cordes,Violons,Pochette,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027742.jpg,,,Europe,Belgique,BE,Bruxelles,"50.85045, 4.34878",
130335,Harmoniflûte / E.994.5.1,"Marix, Mayer (1805-1872)",Instrument de musique,Instrument à vent,Accordéons,Harmonieflûte,,,https://mimo-international.com/media/CM/IMAGE/CMIM000022975.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130337,Lyre-guitare / E.1039,"Germain, Joseph-Louis (1822-1870)",Instrument de musique,Instrument à cordes,Guitares,Lyre guitare,Jules Audéoud,,https://mimo-international.com/media/CM/IMAGE/CMIM000016381.jpg,,,Europe,France,FR,Mirecourt,"48.30089, 6.13282",Lorraine
130339,Orphica / E.6,"Röllig, Carl Léopold (vers 1754-1804)",Instrument de musique,Instrument à clavier,Pianos,Orphica,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000031987.jpg,,,Europe,Autriche,AT,Vienne,"48.20849, 16.37208",
130341,Décacorde / E.1040,Anonyme,Instrument de musique,Instrument à cordes,Guitares,Décacorde,Jules Audéoud,,https://mimo-international.com/media/CM/IMAGE/CMIM000016384.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130342,Guitare / E.1042,"Laprévotte, Etienne (vers 1790-1856)",Instrument de musique,,,,Jules Audéoud,,https://mimo-international.com/media/CM/IMAGE/CMIM000016180.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130344,Flûte traversière / E.994.7.8,"Buffet, Denis (1783-1841)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027843.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130345,Flûte traversière / E.0617.1,"Beuker, Jan Barend I (1691-vers 1750)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013904.jpg,,,Europe,Pays-Bas,NL,Amsterdam,"52.37403, 4.88969",
130347,Corps de rechange de flûte traversière / E.0617.2,"Beuker, Jan Barend I (1691-vers 1750)",Élément d'instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013903.jpg,,,Europe,Pays-Bas,NL,Amsterdam,"52.37403, 4.88969",
130348,Tête de flûte traversière / E.0621,"Godfroy, Clair aîné (1774-1841)",Élément d'instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000011457.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130350,Mandoline lombarde / D.E.Cl.7643,"Preda, Antonio",Instrument de musique,Instrument à cordes,Mandolines,Mandoline,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019087.jpg,,,Europe,Italie,IT,Venise,"45.43713, 12.33265",
130352,Mandoline / D.E.Cl.7688,"Sellas, Matteo I (1599-1654)",Instrument de musique,Instrument à cordes,Mandolines,Mandoline,,,https://mimo-international.com/media/CM/IMAGE/CMIM000015196.jpg,,,Europe,Italie,IT,Venise,"45.43713, 12.33265",
130354,Flûte piccolo / E.994.7.13,"Thibouville, Jérôme (1833-1902)",Instrument de musique,Instrument à vent,Flûtes,Flûte piccolo,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027853.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130356,Caisse de violon / E.0624,"Salzard, Dominique (1801-1875)",Élément d'instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000011462.jpg,,,Europe,France,FR,Mirecourt,"48.30089, 6.13282",Lorraine
130358,Guitare / D.E.Cl.9219,"Voboam, Alexandre (vers 1633-après 1691)",Instrument de musique,Instrument à cordes,Guitares,Guitare,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019159.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130360,Violon / E.1045,"Pupunat, François-Marie (1805-1868)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010489.jpg,,,Europe,Suisse,CH,Lausanne,"46.516, 6.63282",
130361,Trompette à pistons / E.1680,Anonyme,Instrument de musique,Instrument à vent,Trompettes,Trompette,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027926.jpg,https://mimo-international.com/media/CM/AUDIO/CM0130361eCOAU000474001_13.mp3,"Méthode pour la trompette, 5e étude, tempo di polaca François Georges Auguste Dauverné, comp.. Jean-François Madeuf, trompette",Europe,France,FR,Paris,"48.85341, 2.3488",
130362,Clarinette / E.1048,"Winnen, Nicolas (17..-1828)",Instrument de musique,Instrument à vent,Clarinettes,Clarinette,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010498.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130363,Violon / D.E.Cl.9534,Anonyme,Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029392.jpg,,,Europe,Italie,IT,,,
130365,Trompette naturelle en mi bémol / E.1460,"Sax, Adolphe (1814-1894)",Instrument de musique,Instrument à vent,Trompettes,Trompette naturelle,Adolphe Sax,,https://mimo-international.com/media/CM/IMAGE/CMIM000027915.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130366,Touche / E.487.2,Anonyme,Élément d'instrument de musique,,,,,,,,,Europe,Italie,IT,Crémone,"45.13325, 10.02129",
130368,Flageolet / E.994.7.19,"Dupeyrat, E.",Instrument de musique,Instrument à vent,Flûtes,Flageolet,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027886.jpg,,,Europe,France,FR,,,
130370,Serpent / D.E.Cl.19593,"Baudouin, Antoine Gabriel (1779-1827)",Instrument de musique,Instrument à vent,Serpents,Serpent,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029684.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130372,Archiluth / E.994.7.1,"Sellas, Matteo I (1599-1654)",Instrument de musique,Instrument à cordes,Luths,Archiluth,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027335.jpg,,,Europe,Italie,IT,Venise,"45.43713, 12.33265",
130373,Flûte à bec soprano / E.994.7.2,"Heitz, Johann (1672-1737)",Instrument de musique,Instrument à vent,Flûtes,Flûte à bec,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027890.jpg,,,Europe,Allemagne,DE,Berlin,"52.52437, 13.41053",
130375,Flûte traversière / E.994.7.3,"Potter, Richard (1726-1806)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027839.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
130377,Flûte traversière / E.994.7.4,"Parker, John (17.. - 18..)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027840.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
130379,Violon / E.0625,"Beccani, Stephano",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000011465.jpg,,,Europe,Italie,IT,Mantoue,"45.16031, 10.79784",
130381,Flûte traversière / E.994.7.5,"Godfroy, Clair aîné (1774-1841)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027846.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130382,Harpe / D.AD.2591,"Holtzmann, Godefroy (17..-1799 ?)",Instrument de musique,Instrument à cordes,Harpes,Harpe,,,https://mimo-international.com/media/CM/IMAGE/CMIM000031023.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130383,Flûte traversière / E.994.7.6,"Winnen, Jean (1795-1867)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027841.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130385,Harpe / D.AD.2593,"Cousineau, Georges (1733-1800)",Instrument de musique,Instrument à cordes,Harpes,Harpe,,,https://mimo-international.com/media/CM/IMAGE/CMIM000022569.jpg,,,Europe,France,FR,,,
130387,Flûte traversière / E.994.7.7,"Winnen, Jean (1795-1867)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027842.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
